"id","legisNames","party","year","icpsrst","district","incumb","numdvt","numrvt","numovt","statenm","stpost","fipsst","Office","CensusPop","Area","RedistrictedDate","RepCandidate","RepStatus","DemCandidate","DemStatus","ThirdParty","ThirdVotes","ThirdCandidate","ThirdStatus","PluralityVotes","PluralityParty","ThirdVotesTotalPercent","RaceNotes","dpvote","winner","numdvt_js","numrvt_js","numovt_js","handcorrected","y","x"
"CT-4","HIMES (D CT-4)","D",2016,NA,4,1,187811,125724,NA,NA,"CT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,"Jim Himes",NA,NA,NA,NA,-0.607949157571655,38
"CT-5","ESTY (D CT-5)","D",2016,NA,5,1,179252,129801,NA,NA,"CT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.1,"Elizabeth Etsy",NA,NA,NA,NA,-0.807785005496826,47.9
"DE-1","BLUNT (D DE-1)","D",2016,NA,1,NA,233554,172301,NA,NA,"DE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,"Lisa Blunt Rochester",NA,NA,NA,NA,-1.07866004872037,44
"FL-1","GAETZ (R FL-1)","R",2016,NA,1,0,114079,255107,NA,NA,"FL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.5,"Matt Gaetz",NA,NA,NA,NA,0.537328280583636,70.5
"FL-10","DEMINGS (D FL-10)","D",2016,NA,10,0,198491,107498,NA,NA,"FL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.9,"Val Demings",NA,NA,NA,NA,-0.96890974985671,36.1
"FL-11","WEBSTER (R FL-11)","R",2016,NA,11,-1,124713,258016,NA,NA,"FL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.4,"Dan Webster",NA,NA,NA,NA,1.73544882686796,66.6
"FL-12","BILIRAKIS (R FL-12)","R",2016,NA,12,-1,116110,253559,NA,NA,"FL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.3,"Gus Bilirakis",NA,NA,NA,NA,1.13242368757275,59.7
"FL-13","CRIST (D FL-13)","D",2016,NA,13,-1,184693,171149,NA,NA,"FL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.7,"Charlie Crist",NA,NA,NA,NA,-0.522699422612567,48.3
"FL-14","CASTOR (D FL-14)","D",2016,NA,14,1,195789,121088,NA,NA,"FL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.5,"Kathy Castor",NA,NA,NA,NA,-1.17316339032461,40.5
"FL-15","ROSS (R FL-15)","R",2016,NA,15,-1,135475,182999,NA,NA,"FL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.8,"Dennis Ross",NA,NA,NA,NA,0.851818824290739,55.2
"FL-16","BUCHANAN (R FL-16)","R",2016,NA,16,-1,155262,230654,NA,NA,"FL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.5,"Vern Buchanan",NA,NA,NA,NA,0.960384264510584,55.5
"FL-17","ROONEY (R FL-17)","R",2016,NA,17,-1,115974,209348,NA,NA,"FL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,"Tom Rooney",NA,NA,NA,NA,0.513308241228678,64
"FL-18","MAST (R FL-18)","R",2016,NA,18,0,161918,201488,NA,NA,"FL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.3,"Brian Mast",NA,NA,NA,NA,0.476205166011215,54.7
"FL-19","ROONEY (R FL-19)","R",2016,NA,19,0,123812,239225,NA,NA,"FL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.6,"Francis Rooney",NA,NA,NA,NA,1.04522394175399,61.4
"FL-2","DUNN (R FL-2)","R",2016,NA,2,0,102801,231163,NA,NA,"FL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.6,"Neal Dunn",NA,NA,NA,NA,0.964798472297586,68.4
"FL-20","HASTINGS (D FL-20)","D",2016,NA,20,1,222914,54646,NA,NA,"FL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.6,"Alcee Hastings",NA,NA,NA,NA,-1.33670656356483,18.4
"FL-21","FRANKEL (D FL-21)","D",2016,NA,21,1,210606,118038,NA,NA,"FL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,"Lois Frankel",NA,NA,NA,NA,-1.10031421505036,40
"FL-22","DEUTCH (D FL-22)","D",2016,NA,22,1,199113,138737,NA,NA,"FL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.1,"Ted Deutch",NA,NA,NA,NA,-0.963295276322393,41.9
"FL-23","WASSERMAN (D FL-23)","D",2016,NA,23,1,183225,130818,NA,NA,"FL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.4,"Debbie Wasserman Schultz",NA,NA,NA,NA,-0.980342000055959,36.6
"FL-24","WILSON (D FL-24)","D",2016,NA,24,1,0,0,NA,NA,"FL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.4,"Frederica Wilson",NA,NA,NA,NA,-1.34533771631325,15.6
"FL-25","DIAZ-BALART (R FL-25)","R",2016,NA,25,-1,95319,157921,NA,NA,"FL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.1,"Mario Diaz-Balart",NA,NA,NA,NA,0.289329910749067,50.9
"FL-26","CURBELO (R FL-26)","R",2016,NA,26,-1,115493,148547,NA,NA,"FL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.3,"Carlos Curbelo",NA,NA,NA,NA,0.142914836698698,41.7
"FL-27","ROS-LEHTINE (R FL-27)","R",2016,NA,27,-1,129760,157917,NA,NA,"FL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.1,"Ileana Ros-Lehtinen",NA,NA,NA,NA,0.110874326348323,39.9
"FL-3","YOHO (R FL-3)","R",2016,NA,3,-1,136338,193843,NA,NA,"FL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.7,"Ted Yoho",NA,NA,NA,NA,1.18648149269682,58.3
"FL-4","RUTHERFORD (R FL-4)","R",2016,NA,4,0,113088,287509,NA,NA,"FL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.4,"John Rutherford",NA,NA,NA,NA,0.897242939355573,64.6
"FL-5","LAWSON (D FL-5)","D",2016,NA,5,0,194549,108325,NA,NA,"FL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.1,"Al Lawson",NA,NA,NA,NA,-0.635124184029564,36.9
"FL-6","DESANTIS (R FL-6)","R",2016,NA,6,-1,151051,213519,NA,NA,"FL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.2,"Ron DeSantis",NA,NA,NA,NA,0.581669319665598,58.8
"FL-7","MURPHY (D FL-7)","D",2016,NA,7,-1,182039,171583,NA,NA,"FL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.8,"Stephanie Murphy",NA,NA,NA,NA,-0.48232485554341,46.2
"FL-8","POSEY (R FL-8)","R",2016,NA,8,-1,127127,246483,NA,NA,"FL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.2,"Bill Posey",NA,NA,NA,NA,0.472475171369602,60.8
"FL-9","SOTO (D FL-9)","D",2016,NA,9,0,195311,144450,NA,NA,"FL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.7,"Darren Soto",NA,NA,NA,NA,-0.815229395297279,43.3
"GA-1","CARTER (R GA-1)","R",2016,NA,1,-1,0,210243,NA,NA,"GA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,"Buddy Carter",NA,NA,NA,NA,0.659821741249029,58
"GA-10","HICE (R GA-10)","R",2016,NA,10,-1,0,243725,NA,NA,"GA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.9,"Jody Hice",NA,NA,NA,NA,0.785465841818797,63.1
"GA-11","LOUDERMILK (R GA-11)","R",2016,NA,11,-1,105383,217935,NA,NA,"GA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.9,"Barry Loudermilk",NA,NA,NA,NA,1.17846306719803,63.1
"GA-12","ALLEN (R GA-12)","R",2016,NA,12,-1,99420,159492,NA,NA,"GA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.7,"Rick Allen",NA,NA,NA,NA,1.09755279376285,58.3
"GA-13","SCOTT (D GA-13)","D",2016,NA,13,1,252833,0,NA,NA,"GA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.7,"David Scott",NA,NA,NA,NA,-0.712645373219001,27.3
"GA-14","GRAVES (R GA-14)","R",2016,NA,14,-1,0,216743,NA,NA,"GA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.8,"Tom Graves",NA,NA,NA,NA,0.544728870243002,77.2
"GA-2","BISHOP (D GA-2)","D",2016,NA,2,1,148543,94056,NA,NA,"GA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,"Sanford Bishop",NA,NA,NA,NA,-0.625293433117563,44
"GA-3","FERGUSON (R GA-3)","R",2016,NA,3,-1,95969,207218,NA,NA,"GA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.8,"Drew Ferguson",NA,NA,NA,NA,1.58971477866729,66.2
"GA-4","JOHNSON (D GA-4)","D",2016,NA,4,1,220146,70593,NA,NA,"GA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.2,"Hank Johnson",NA,NA,NA,NA,-0.746926620297951,22.8
"GA-5","LEWIS (D GA-5)","D",2016,NA,5,1,253781,46768,NA,NA,"GA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.7,"John Lewis",NA,NA,NA,NA,-1.81959973077988,12.3
"GA-7","WOODALL (R GA-7)","R",2016,NA,7,-1,114220,174081,NA,NA,"GA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.7,"Rob Woodall",NA,NA,NA,NA,0.620896480206585,53.3
"GA-8","SCOTT (R GA-8)","R",2016,NA,8,-1,83225,173983,NA,NA,"GA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.2,"Austin Scott",NA,NA,NA,NA,1.27907923220083,64.8
"GA-9","COLLINS (R GA-9)","R",2016,NA,9,-1,0,256535,NA,NA,"GA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.9,"Doug Collins",NA,NA,NA,NA,0.621185872239349,80.1
"HI-1","HANABUSA (D HI-1)","D",2016,NA,1,NA,145417,45958,NA,NA,"HI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.4,"Colleen Hanabusa",NA,NA,NA,NA,-1.32632469364862,32.6
"HI-2","GABBARD (D HI-2)","D",2016,NA,2,1,170848,39668,NA,NA,"HI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.5,"Tulsi Gabbard",NA,NA,NA,NA,-0.672881058181088,32.5
"IA-1","BLUM (R IA-1)","R",2016,NA,1,-1,177403,206903,NA,NA,"IA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.1,"Rod Blum",NA,NA,NA,NA,0.24375671281769,51.9
"IA-2","LOEBSACK (D IA-2)","D",2016,NA,2,1,198571,170933,NA,NA,"IA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.8,"Dave Loebsack",NA,NA,NA,NA,-0.661066987265684,52.2
"IA-3","YOUNG (R IA-3)","R",2016,NA,3,-1,155002,208598,NA,NA,"IA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.1,"David Young",NA,NA,NA,NA,0.343426919836321,51.9
"IA-4","KING (R IA-4)","R",2016,NA,4,-1,142993,226719,NA,NA,"IA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.5,"Steve King",NA,NA,NA,NA,1.46371349064401,64.5
"ID-1","LABRADOR (R ID-1)","R",2016,NA,1,-1,113052,242252,NA,NA,"ID",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.5,"Raul Labrador",NA,NA,NA,NA,0.552630939302823,71.5
"ID-2","SIMPSON (R ID-2)","R",2016,NA,2,-1,95940,205292,NA,NA,"ID",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.3,"Mike Simpson",NA,NA,NA,NA,1.05500108301622,64.7
"IL-1","RUSH (D IL-1)","D",2016,NA,1,1,234037,81817,NA,NA,"IL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.9,"Bobby Rush",NA,NA,NA,NA,-0.99669444546783,22.1
"IL-10","SCHNEIDER (D IL-10)","D",2016,NA,10,-1,150435,135535,NA,NA,"IL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.5,"Brad Schneider",NA,NA,NA,NA,-0.503135036309092,34.5
"IL-11","FOSTER (D IL-11)","D",2016,NA,11,1,166578,108995,NA,NA,"IL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.5,"Bill Foster",NA,NA,NA,NA,-0.778143111045369,37.5
"IL-12","BOST (R IL-12)","R",2016,NA,12,-1,124246,169976,NA,NA,"IL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.2,"Mike Bost",NA,NA,NA,NA,0.619431514951988,57.8
"IL-13","DAVIS (R IL-13)","R",2016,NA,13,-1,126811,187583,NA,NA,"IL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.1,"Rodney Davis",NA,NA,NA,NA,0.439751098494256,52.9
"IL-14","HULTGREN (R IL-14)","R",2016,NA,14,-1,137589,200508,NA,NA,"IL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.9,"Randy Hultgren",NA,NA,NA,NA,1.0395842902925,52.1
"IL-15","SHIMKUS (R IL-15)","R",2016,NA,15,-1,0,274554,NA,NA,"IL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.7,"John Shimkus",NA,NA,NA,NA,1.02379799676904,74.3
"IL-16","KINZINGER (R IL-16)","R",2016,NA,16,-1,0,259722,NA,NA,"IL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.8,"Adam Kinzinger",NA,NA,NA,NA,0.663589101224166,59.2
"IL-17","BUSTOS (D IL-17)","D",2016,NA,17,1,173125,113943,NA,NA,"IL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.6,"Cheri Bustos",NA,NA,NA,NA,-0.697804515036441,50.4
"IL-18","LAHOOD (R IL-18)","R",2016,NA,18,-1,96770,250506,NA,NA,"IL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.5,"Darin LaHood",NA,NA,NA,NA,0.860204910783046,64.5
"IL-2","KELLY (D IL-2)","D",2016,NA,2,1,235051,59471,NA,NA,"IL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.3,"Robin Kelly",NA,NA,NA,NA,-1.16335973662157,19.7
"IL-3","LIPINSKI (D IL-3)","D",2016,NA,3,1,225320,0,NA,NA,"IL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,"Dan Lipinski",NA,NA,NA,NA,-0.508618020774246,42
"IL-4","GUTIARREZ (D IL-4)","D",2016,NA,4,1,171297,0,NA,NA,"IL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.1,"Luis Gutierrez",NA,NA,NA,NA,-0.872698050172975,13.9
"IL-5","QUIGLEY (D IL-5)","D",2016,NA,5,1,212842,86222,NA,NA,"IL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.7,"Mike Quigley",NA,NA,NA,NA,-0.949426749908107,25.3
"IL-6","ROSKAM (R IL-6)","R",2016,NA,6,-1,143591,208555,NA,NA,"IL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.7,"Peter Roskam",NA,NA,NA,NA,1.0335663644313,46.3
"IL-7","DAVIS (D IL-7)","D",2016,NA,7,1,250584,46882,NA,NA,"IL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.5,"Danny Davis",NA,NA,NA,NA,-1.29507475765572,9.5
"IL-8","KRISHNAMOOR (D IL-8)","D",2016,NA,8,NA,144954,103617,NA,NA,"IL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.5,"Raja Krishnamoorthi",NA,NA,NA,NA,-1.01883829805786,38.5
"IL-9","SCHAKOWSKY (D IL-9)","D",2016,NA,9,1,217306,109550,NA,NA,"IL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.8,"Jan Schakowsky",NA,NA,NA,NA,-2.2137134598106,26.2
"IN-1","VISCLOSKY (D IN-1)","D",2016,NA,1,1,207515,0,NA,NA,"IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.6,"Peter Visclosky",NA,NA,NA,NA,-0.798347386076307,43.4
"IN-2","WALORSKI (R IN-2)","R",2016,NA,2,-1,102401,164355,NA,NA,"IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.8,"Jackie Walorski",NA,NA,NA,NA,0.786486459175948,62.2
"IN-3","BANKS (R IN-3)","R",2016,NA,3,-1,66023,201396,NA,NA,"IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.6,"Jim Banks",NA,NA,NA,NA,1.37240201466198,68.4
"IN-4","ROKITA (R IN-4)","R",2016,NA,4,-1,91256,193412,NA,NA,"IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,"Todd Rokita",NA,NA,NA,NA,0.510933190962545,68
"IN-5","BROOKS (R IN-5)","R",2016,NA,5,-1,123849,221957,NA,NA,"IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.7,"Susan Brooks",NA,NA,NA,NA,0.939770900866554,56.3
"IN-6","MESSER (R IN-6)","R",2016,NA,6,-1,79135,204920,NA,NA,"IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.8,"Luke Messer",NA,NA,NA,NA,1.28894291367851,71.2
"IN-7","CARSON (D IN-7)","D",2016,NA,7,1,158739,94456,NA,NA,"IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,"Andre Carson",NA,NA,NA,NA,-1.66304646022746,38
"IN-8","BUCSHON (R IN-8)","R",2016,NA,8,-1,93356,187702,NA,NA,"IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.4,"Larry Bucshon",NA,NA,NA,NA,0.72822065039603,67.6
"IN-9","HOLLINGSWOR (R IN-9)","R",2016,NA,9,-1,130627,174791,NA,NA,"IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.9,"Trey Hollingsworth",NA,NA,NA,NA,0.583227228908631,64.1
"KS-1","MARSHALL (R KS-1)","R",2016,NA,1,NA,0,169992,NA,NA,"KS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,"Roger Marshall",NA,NA,NA,NA,0.970837081338978,74
"KS-2","JENKINS (R KS-2)","R",2016,NA,2,-1,96840,181228,NA,NA,"KS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.1,"Lynn Jenkins",NA,NA,NA,NA,0.590261650592075,59.9
"KS-3","YODER (R KS-3)","R",2016,NA,3,-1,139300,176022,NA,NA,"KS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.6,"Kevin Yoder",NA,NA,NA,NA,0.468318205685372,49.4
"KS-4","ESTES (R KS-4)","R",2016,NA,4,-1,81495,166998,NA,NA,"KS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.4,"Mike Pompeo",NA,NA,NA,NA,1.13472837466181,64.6
"KY-1","COMER (R KY-1)","R",2016,NA,1,NA,81710,216959,NA,NA,"KY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.8,"James Comer",NA,NA,NA,NA,0.796853234469995,75.2
"KY-2","GUTHRIE (R KY-2)","R",2016,NA,2,-1,0,251825,NA,NA,"KY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,"Brett Guthrie",NA,NA,NA,NA,1.03544189252723,71
"KY-3","YARMUTH (D KY-3)","D",2016,NA,3,1,212401,122093,NA,NA,"KY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.9,"John Yarmuth",NA,NA,NA,NA,-0.996566128311065,42.1
"KY-4","MASSIE (R KY-4)","R",2016,NA,4,-1,94065,233922,NA,NA,"KY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,"Thomas Massie",NA,NA,NA,NA,0.20895096729522,69
"KY-5","ROGERS (R KY-5)","R",2016,NA,5,-1,0,221242,NA,NA,"KY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,"Hal Rogers",NA,NA,NA,NA,0.999322145856815,82
